"astro-ph/0006123","Christopher D. Matzner","Yanqin Wu, Christopher D. Matzner, Phil Arras (CITA)","R-modes in Neutron Stars with Crusts: Turbulent Saturation, Spin-down,
  and Crust Melting","12 pages, 4 figures, submitted to ApJ","Astrophys.J. 549 (2001) 1011-1020","10.1086/319446",,"astro-ph gr-qc",,"  Rossby waves (r-modes) have been suggested as a means to regulate the spin
periods of young or accreting neutron stars, and also to produce observable
gravitational wave radiation. R-modes involve primarily transverse,
incompressive motions of the star's fluid core. However, neutron stars gain
crusts early in their lives: therefore, r-modes also imply shear in the fluid
beneath the crust. We examine the criterion for this shear layer to become
turbulent, and derive the rate of dissipation in the turbulent regime. Unlike
dissipation from a viscous boundary layer, turbulent energy loss is nonlinear
in mode energy and can therefore cause the mode to saturate at amplitudes
typically much less than unity. This energy loss also reappears as heat below
the crust. We study the possibility of crust melting as well as its
implications for the spin evolution of low-mass X-ray binaries. Lastly, we
identify some universal features of the spin evolution that may have
observational consequences.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 22:58:58 GMT""}]","2009-10-31"
"astro-ph/0006138","Brian O'Halloran","B.O'Halloran, L. Metcalfe, M. Delaney, B. McBreen, R. Laureijs, K.
  Leech, D. Watson and L. Hanlon","ISO observations of the Wolf-Rayet galaxy NGC 7714 and its companion
  object NGC 7715","8 pages, 7 figures. Accepted for publication in A&A","A&A, vol.360, p871 (2000)",,,"astro-ph",,"  The interacting system Arp 284 consisting of the Wolf-Rayet galaxy NGC 7714
and its irregular companion NGC 7715 was observed using the Infrared Space
Observatory. Deconvolved ISOCAM maps of the galaxies using the 14.3, 7.7 and 15
micron LW3, LW6 and LW9 filters, along with ISOPHOT spectrometry of the nuclear
region of NGC 7714 were obtained and are presented. Strong ISOCAM emission was
detected from the central source in NGC 7714, along with strong PAH features,
the emission line [Ar II], molecular hydrogen at 9.66 microns and a blend of
features including [S IV] at 10.6 microns. IR emission was not detected from
the companion galaxy NGC 7715, the bridge linking the two galaxies or from the
partial stellar ring in NGC 7714 where emission ceases abruptly at the
interface between the disk and the ring.
  The morphology of the system can be well described by an off-centre collision
between the two galaxies. The LW3/LW2, where the LW2 flux was synthesized from
the PHOT-SL spectrum, LW9/LW6 and LW3/LW6 ratios suggest that the central burst
within NGC 7714 is moving towards the post-starburst phase, in agreement with
the age of the burst. Diagnostic tools including the ratio of the integrated
PAH luminosity to the 40 to 120 microns infrared luminosity and the
far-infrared colours reveal that despite the high surface brightness of the
nucleus, the properties of NGC 7714 can be explained in terms of a starburst
and do not require the prescence an AGN.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 16:14:55 GMT""},{""version"":""v2"",""created"":""Mon, 12 Jun 2000 12:34:52 GMT""}]","2007-05-23"
"astro-ph/0006139","Andrea Merloni","A. Merloni (IoA), T. Di Matteo (Harvard), A. C. Fabian (IoA)","Magnetic flares and the optical variability of the X-ray transient XTE
  J1118+480","5 pages, included 1 figure. One reference corrected. Submitted to
  MNRAS","Mon.Not.Roy.Astron.Soc.318:L15,2000","10.1046/j.1365-8711.2000.03943.x",,"astro-ph",,"  The simultaneous presence of a strong quasi periodic oscillation of period of
about 10 seconds in the optical and X-ray lightcurves of the X-ray transient
XTE J1118+480 suggests that a significant fraction of the optical flux
originates from the inner part of the accretion flow, where most of the X-rays
are produced. We present a model of magnetic flares in an accretion disc corona
where thermal cyclo-synchrotron emission contributes significantly to the
optical emission, while the X-rays are produced by inverse Compton scattering
of the soft photons produced by dissipation in the underlying disc and by the
synchrotron process itself. Given the observational constraints, we estimate
the values for the coronal temperature, optical depth and magnetic field
intensity, as well as the accretion rate for the source. Within our model we
predict a correlation between optical and hard X-ray variability and an
anticorrelation between optical and soft X-rays. We also expect optical
variability on flaring timescales (about tens of milliseconds), with a power
density spectrum similar to the one observed in the X-ray band. Finally we use
both the available optical/EUV/X-ray spectral energy distribution and the low
frequency time variability to discuss limits on the inner radius of the
optically thick disc.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 17:13:29 GMT""},{""version"":""v2"",""created"":""Tue, 4 Jul 2000 15:06:45 GMT""}]","2009-10-31"
"astro-ph/0006140","Kenneth F. Nicholson","Kenneth F. Nicholson (Caltech Alumni)","Disk-galaxy density distribution from orbital speeds using Newton's law","10 pages, 10 figures",,,,"astro-ph",,"  Given the dimensions (including thickness) of an axisymmetric galaxy,
Newton's law is used in integral form to find the density distributions
required to match a wide range of orbital speed profiles. Newton's law is not
modified and no dark matter halos are required. The speed distributiions can
have extreme shapes if they are reasonably smooth. Several examples are given.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 17:52:35 GMT""},{""version"":""v2"",""created"":""Mon, 12 Jun 2000 14:40:01 GMT""}]","2009-09-25"
"astro-ph/0006141","Luis Anchordoqui","L. A. Anchordoqui, G. Cooperman, V. Grinberg, T. P. McCauley, T. Paul,
  S. Reucroft, J. D. Swain and G. Alverson","Air shower simulation using {\sc geant4} and commodity parallel
  computing","Improvements on the simulations, Fig. 2 slightly changed",,,,"astro-ph",,"  We present an evaluation of a simulated cosmic ray shower, based on {\sc
geant4} and {\sc top-c}, which tracks all the particles in the shower. {\sc
top-c} (Task Oriented Parallel C) provides a framework for parallel algorithm
development which makes tractable the problem of following each particle. This
method is compared with a simulation program which employs the Hillas thinning
algorithm.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 19:28:54 GMT""},{""version"":""v2"",""created"":""Wed, 26 Jul 2000 19:09:45 GMT""}]","2007-05-23"
"astro-ph/0006142","Luis Anchordoqui","L. A. Anchordoqui, T. P. McCauley, T. Paul, S. Reucroft, J. D. Swain,
  and L. Taylor","Simulation of Water Cerenkov Detectors Using {\sc geant4}","Talk to be presented at the XI Symposium on Very High Energy Cosmic
  Ray Interactions","Nucl.Phys.Proc.Suppl.97:196-198,2001","10.1016/S0920-5632(01)01262-2",,"astro-ph",,"  We present a detailed simulation of the performance of water Cerenkov
detectors suitable for use in the Pierre Auger Observatory. Using {\sc geant4},
a flexible object-oriented simulation program, including all known physics
processes, has been developed. The program also allows interactive
visualization, and can easily be modified for any experimental setup.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 19:29:02 GMT""}]","2010-01-15"
"astro-ph/0006143","Simon Portegies Zwart","Simon Portegies Zwart (MIT), Tomonori Totani (Mitaka)","Precessing jets interacting with interstellar material as the origin for
  the light curves of gamma-ray bursts","8 pages, MNRAS in press","Mon.Not.Roy.Astron.Soc. 328 (2001) 951","10.1046/j.1365-8711.2001.04913.x",,"astro-ph",,"  We present an internal shock model with external characteristics for
explaining the complicated light curves of gamma-ray bursts. Shocks produce
gamma-rays in the interaction between a precessing beam of relativistic
particles and the interstellar medium. Each time the particle beam passes the
same line of sight with the observer the inter stellar medium is pushed
outward. Subsequent interactions between the medium and the beam are delayed by
the extra distance to be traveled for the particles before the shock can form.
This results in a natural retardation and leads to an intrinsic asymmetry in
the produced light curves for gamma-ray bursts. In addition we account for the
cooling of the electron-proton plasma in the shocked region, which gives rise
to an exponential decay in the gamma-ray flux. The combination of these effects
and the precessing jet of ultra relativistic particles produces light curves
which can be directly compared with observed gamma-ray burst light curves. We
illustrate the model by fitting a number of observed gamma-ray bursts which are
hard to explain with only a precessing jet. With a genetic algorithm we are
able to fit several observed gamma-ray bursts with remarkable accuracy. We find
that for different bursts the observed fluence, assuming isotropic emission,
easily varies over four orders of magnitude from the energy generated
intrinsically.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 19:42:55 GMT""},{""version"":""v2"",""created"":""Fri, 17 Aug 2001 23:14:19 GMT""}]","2009-10-31"
"astro-ph/0006144","Rory Barnes","Rory Barnes and Thomas Quinn (U. of Washington)","A Statistical Examination of the Short Term Stability of the Upsilon
  Andromedae System","12 pages, 1 figure, submitted to ApJ",,"10.1086/319782",,"astro-ph",,"  Because of the high eccentricities (~0.3) of two of the possible planets
about the star Upsilon Andromeda, the stability of the system requires careful
study. We present results of 1000 numerical simulations which explore the
orbital parameter space as constrained by the observations. The orbital
parameters of each planet are chosen from a Gaussian error distribution, and
the resulting configuration is integrated for 1,000,000 years. We find that 84%
of these integrations are stable. Configurations in which the eccentricity of
the third planet is <0.3 are always stable, but when the eccentricity is >0.45
the system is always unstable, typically producing a close encounter between
the second and third planets. A similar exercise with the gas giants in our own
Solar System sampled with the same error distribution was performed.
Approximately 81% of these simulations were stable for 10^6 years.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 23:04:58 GMT""}]","2009-10-31"
"astro-ph/0006145","Daniel Stern","Daniel Stern (UC-Berkeley, JPL/Caltech)","High-Redshift, Radio-Loud Quasars","16 pages, 8 figures; to appear in the proceedings of ""Galaxies in the
  Young Universe II"" workshop, held at Ringberg Castle 2-6 Aug 1999, published
  in Springer-Verlag's Lecture Notes in Physics, eds. H.Hippelein &
  K.Meisenheimer; requires lamuphys.sty (included)",,,,"astro-ph",,"  I discuss two programs to study radio-loud quasars at high (z>4) redshift.
Quasars are the most luminous, non-transient objects known and are observed to
the earliest cosmic epochs. At lower redshifts, radio-loud quasars are
associated with host galaxies having deVaucoleurs profiles. By association,
identifying and studying a sample of high-redshift, radio-loud quasars provides
important clues to the early Universe and potentially probes early-type galaxy
formation. The first aspect of this proceeding discusses an extensive search
for high-redshift, radio-loud quasars culled from matching the FIRST radio
catalog with the 2nd generation Palomar Sky Survey. The second aspect of this
proceeding concerns studying the radio properties of optically-selected z>4
quasars. At the time of this conference, only seven z>4 quasars were in the
literature. The first program discussed herein uncovers three new such sources,
while the second program identifies an additional five. We use the new samples
to study the evolution of the radio-loud fraction, finding no evolution in this
quantity between redshift z>2 and z>4 for -26>M(B)>-28.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 23:20:50 GMT""}]","2007-05-23"
"astro-ph/0006146","Masao Sako","Masao Sako (1), Steven M. Kahn (1), Frits Paerels (1,2), and Duane A.
  Liedahl (3) ((1) Columbia University, (2) SRON, (3) LLNL)","The Physical Conditions of the X-ray Emission Line Regions in the
  Circinus Galaxy","21 pages including 8 figures and 4 tables; accepted for publication
  to the Astrophysical Journal","Astrophys.J. 542 (2000) 684","10.1086/317053",,"astro-ph",,"  We present a detailed X-ray spectral analysis of the Circinus Galaxy using
archival data obtained with the ASCA satellite. The spectrum shows numerous
emission lines in the soft X-ray band from highly ionized ions, as well as
Compton reflection and fluorescent lines from neutral or near-neutral matter.
We analyze the spectrum in the context of a self-consistent recombination
cascade model and find that a nearly flat differential emission measure (DEM)
distribution in ionization parameter fits the data. For a fixed solid angle
distribution of matter surrounding a point source, this corresponds to a run of
electron density of the form, n(r) ~ r^(-3/2), which is suggestive of Bondi
accretion onto a central compact mass. Using this density profile and comparing
the resulting emission spectra with the ASCA data, the size of the X-ray
emission line region is estimated to be < 1 kpc. We also show that the derived
density as a function of radius is compatible with the X-ray recombination line
emission region being the confining medium of the coronal line regions.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 23:28:57 GMT""}]","2009-10-31"
"astro-ph/0006147","Andrew S. Wilson","A. S. Wilson (STScI and Univ. of Maryland), P. L. Shopbell (Univ. of
  Maryland and Caltech), Chris Simpson (Subaru Telescope), T. Storchi-Bergmann
  (IFRGS), F. K. B. Barbosa (UFRGS) and M. J. Ward (Univ. of Leicester)","Hubble Space Telescope Imaging of the Circinus Galaxy","With 12 figures, to be published in the Astronomical Journal,
  September 2000 issue",,"10.1086/301532",,"astro-ph",,"  We present an HST imaging study of the nearby (4 Mpc distant) Circinus
galaxy, which contains the nearest type 2 Seyfert nucleus and prominent
circumnuclear star formation. Images have been obtained in the
[OIII]$\lambda$5007, H$\alpha$ and H$_2$ v=1--0 S(1) emission lines, and in the
green (5470 \AA), red (8140 \AA) and near infrared (2.04 and 2.15 $\mu$m)
continua. An image in the [Fe II] $\lambda$1.644 $\mu$m line has been taken
with a ground-based telescope. The [OIII] and H$\alpha$ images reveal the
detailed structure of the complex of streamers and knots of high-excitation
gas, which extends out of the galaxy disk. The morphology some 250 pc from the
nucleus strongly suggests that the high-excitation gas is concentrated on the
surface of a hollow cone with apex close to the nucleus. Such a structure may
result through entrainment of dense gas from a circumnuclear torus in the
galaxy disk by a low density, outflowing wind or jet. Within 40 pc of the
nucleus, the high-excitation gas takes the form of a striking, filled V-shaped
structure extending in the same direction as the larger scale high-excitation
emission. This `V' can be described as an ionization cone, though a
matter-bounded structure is also possible. The implied collimation of the
ionizing photons or gaseous outflow must occur within 2 pc of the apex of the
cone, presumed to be the location of the nucleus. The H$\alpha$ image shows a
complex structure of HII regions, including the well known starburst ring of
radius 150 - 270 pc. In addition, there is a more compact (40 pc radius),
elliptical ring of HII regions around the `ionization cone'. We argue that this
latter ring, which we call the nuclear ring, is intrinsically circular and
located in the plane of the galaxy disk. Abstract truncated.
","[{""version"":""v1"",""created"":""Sat, 10 Jun 2000 01:55:28 GMT""}]","2009-10-31"
