"astro-ph/0007126","Kenneth Rines","K. Rines, M.J. Geller (CfA), A. Diaferio (U. Torino), J.J. Mohr (U.
  Chicago), and G.A. Wegner (Dartmouth)","The Infall Region of Abell 576: Independent Mass and Light Profiles","54 pages, 25 figures, to appear in Astronomical Journal November 2000","Astron.J. 120 (2000) 2338","10.1086/316811",,"astro-ph",,"  We describe observations of the nearby cluster of galaxies A576 beyond the
virial radius and into the infall region. Using 1057 redshifts, we use the
infall pattern in redshift space to determine the mass profile of A576 to a
radius of ~4 Mpc/h. This mass estimation technique makes no assumptions about
the equilibrium state of the cluster. Within 1 Mpc/h, the mass profile we
derive exceeds that determined from X-ray observations by a factor of 2.5. At
\~2.5 Mpc/h, however, the mass profile agrees with virial mass estimates. Our
mass profile is consistent with a NFW or Hernquist profile, but it is
inconsistent with an isothermal sphere. R-band images of a $3^\circ x 3^\circ$
region centered on the cluster allow an independent determination of the
cluster light profile. We calculate the integrated mass-to-light ratio as a
function of cluster radius; it decreases smoothly from the core to ~4 Mpc/h.
The differential dM/dL_R profile decreases more steeply; we find M/L_R ~100 h
at ~4 Mpc/h, in good agreement with the mass-to-light ratios of individual
galaxies. This value implies $\Omega_m \lesssim 0.4$ at 95% confidence. For a
Hernquist model, the best-fit mass profiles differ from the observed surface
number density of galaxies; the galaxies have a larger scale radius than the
mass. This result is consistent with the centrally peaked $M/L_R$ profile.
Similarly, the scale radius of the light profile is larger than that of the
mass profile. We discuss some potential systematic effects; none can easily
reconcile our results with a constant mass-to-light ratio. (abstract edited)
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 18:00:33 GMT""}]","2009-10-31"
"astro-ph/0007143","Karl D. Gordon","K. D. Gordon, A. N. Witt, R. J. Rudy, R. C. Puetter, D. K. Lynch, S.
  Mazuk, K. A. Misselt, G. C. Clayton, & T. L. Smith","Dust Emission Features in NGC 7023 between 0.35 and 2.5 micron: Extended
  Red Emission (0.7 micron) and Two New Emission Features (1.15 and 1.5 micron)","9 pages, color figures, accepted to the ApJ, color and b/w versions
  available at http://dirty.as.arizona.edu/~kgordon/papers/ere_1um.html",,"10.1086/317245",,"astro-ph",,"  We present 0.35 to 2.5 micron spectra of the south and northwest filaments in
the reflection nebula NGC 7023. These spectra were used to test the theory of
Seahra & Duley that carbon nanoparticles are responsible for Extended Red
Emission (ERE). Our spectra fail to show their predicted second emission band
at 1.0 micron even though both filaments exhibit strong emission in the
familiar 0.7 micron ERE band. The northwest filament spectrum does show one,
and possibly two, new dust emission features in the near-infrared. We clearly
detect a strong emission band at 1.5 micron which we tentatively attribute to
beta-FeSi_2 grains. We tentatively detect a weaker emission band at 1.15 micron
which coincides with the location expected for transitions from the conduction
band to mid-gap defect states of silicon nanoparticles. This is added evidence
that silicon nanoparticles are responsible for ERE as they already can explain
the observed behavior of the main visible ERE band.
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 16:42:49 GMT""}]","2009-10-31"
"astro-ph/0007144","Christian Theis","Christian Theis (Institut f. Theoretische Physik und Astrophysik,
  University of Kiel, Kiel, Germany)","How to Form (Twin) Globular Clusters?","7 pages, with 2 postscript figures, to appear in Dynamics of Star
  Clusters and the Milky Way, eds. S. Deiters et al. (ASP Conference Series);
  some movies are available at
  http://www.astrophysik.uni-kiel.de/pershome/theis/globular.html",,,,"astro-ph",,"  Though it is generally assumed that massive molecular clouds are the
progenitors of globular clusters, their detailed formation mechanism is still
unclear. Standard scenarios based on the collapse of a smooth matter
distribution suffer from strong requirements with respect to cluster formation
time scale, binding energy and star formation efficiency. An alternative model
assuming cluster formation due to the recollapse of a supernova-induced,
fragmented shell can relax these difficulties.
  In this paper the final collapse stages of the different scenarios are
compared by N-body simulations for shells and spheres. It is shown that
fragmentation is much more pronounced for shells. Taking a galactic tidal field
into account shells preferably form twin (or multiple) systems, whereas spheres
end up as single clusters. The twins are characterized by identical
metallicities, and stellar mass functions; some of them show counter-rotating
cores. Their orbital evolution can result in both, a final merger or well
separated twins sharing a common galactic orbit.
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 19:06:56 GMT""}]","2007-05-23"
"astro-ph/0007145","Kengo Tachihara","Kengo Tachihara (1 and 2), Rihei Abe (2), Toshikazu Onishi (2), Akira
  Mizuno (2), and Yasuo Fukui (2) ((1) Max-Planck-Institute fur
  extraterrestrische Physik, Garching, Germany, (2) Nagoya University, Japan)","Molecular Clouds Around a Run-away O Star, zeta Oph","11 pages, LaTeX uses PASJ2.sty, PASJ95.sty, PASJadd.sty 2 EPS, 5 gif,
  and 1 png figures to be published in Publications of the Astronomical Society
  of Japan http://www.a.phys.nagoya-u.ac.jp/~tatihara/work/research.html",,"10.1093/pasj/52.6.1147",,"astro-ph",,"  Molecular clouds around a run-away O star z Oph have been surveyed with
NANTEN telescope and their streaming motion caused by z Oph has been detected.
z Oph is the earliest member of the Sco OB2 association and is a runaway star
rapidly moving with an HII region, S27. We detected 2 major filamentary cloud
complexes; one including L156 (L156 complex) is lying across nearly the center
of S27, and the other one (L204 complex) is located near the eastern edge of
S27. Total masses of them traced by the 12CO are 520 Mo and 1110 Mo,
respectively. Denser cloud cores detected in C18O are locally distributed on
the near side of the L204 complex to z Oph, and lower density gas traced by
12CO spreads toward the opposite side. Both complexes have radial velocity
shifts that are correlated with the gas density. These spatial and velocity
structures can be interpreted as follows; (1) the L156 complex is stuck on the
expanding Stromgrem sphere and has been accelerated, (2) the gas in L204
complex was compressed and has also been accelerated outward by z Oph,
resulting the radial velocity shifts of diffuse low-density gas relative to the
dense cores embedded in the clouds. These density and velocity structures
indicate dynamical interaction between the HII region and the molecular clouds.
The cloud complexes are divided into 7 clouds by intensity distributions. In
order to investigate the acceleration mechanism, we calculated momentum and
kinetic energy for each cloud. They range from 60 to 800 Mo km/s and from 0.9
to 21 times 10^45 erg, respectively. We examined the effects of the stellar
wind and photo evaporation by UV field of z Oph and found that the stellar wind
can hardly input the momentum during the crossing time of the movement of z
Oph. UV radiation seems to be a more likely origin of the streaming gas motion.
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 20:04:59 GMT""}]","2015-06-24"
"astro-ph/0007146","William T. Reach","William T. Reach, Mark V. Sykes, David Lien, John K. Davies","The formation of Encke meteoroids and dust trail","manuscript in TeX, 10 figures (6 ps, 4 jpg); accepted by Icarus July
  3, 2000",,"10.1006/icar.2000.6478",,"astro-ph",,"  We observed comet 2P/Encke with the Infrared Space Observatory ISOCAM on July
14, 1997 from a particularly favorable viewing geometry above the comet's
orbital plane and at a distance of 0.25 AU. A structured coma was observed,
along with a long, straight dust trail. For the first time, we are able to
observe the path of particles as they evolve from the nucleus to the trail. The
particles that produce the infrared coma are large, with a radiation to
gravitational force ratio beta<0.001 (corresponding to >mm-sized particles).
The dust trail follows the orbit of the comet across our image, with a central
core that is 20,000 km wide, composed of particles with beta<1e-5 (size $\sim
5$ cm) from previous apparitions. The abundant large particles near the comet
pose a significant hazard to spacecraft. There is no evidence of a classical
cometary dust tail due to small particles with beta>0.001, in marked contrast
to other comets like P/Halley or C/Hale-Bopp. The structure of the coma
requires anisotropic emission and that the spin axis of the nucleus to be
nearly parallel to the orbital plane, resulting in strong seasonal variations
of the particle emission. While most of the infrared coma emission is due to
dust produced during the 1997 apparition, the core of the dust trail requires
emissions from previous apparitions. The total mass lost during the 1997
apparition is estimated to be
  2-6e13 g. Comparing to the gas mass loss from ultraviolet observations, the
dust-to-gas mass ratio is 10-30, much higher than has ever been suggested from
visual light observations. Using the recently-measured nuclear diameter, we
find that Encke can only last 3000-10,000 rhoN yr (where rhoN is the nuclear
density in g/cc) at its present mass loss rate.
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 20:21:47 GMT""}]","2016-08-30"
"astro-ph/0007147","Bradley M. Peterson","Bradley M. Peterson and Amri Wandel","Evidence for Supermassive Black Holes in Active Galactic Nuclei from
  Emission-Line Reverberation","10 pages, 2 figures, Accepted for publication in Astrophysical
  Journal Letters","Astrophys.J.540:L13-L16,2000","10.1086/312862",,"astro-ph",,"  Emission-line variability data for Seyfert 1 galaxies provide strong evidence
for the existence of supermassive black holes in the nuclei of these galaxies,
and that the line-emitting gas is moving in the gravitational potential of that
black hole. The time-delayed response of the emission lines to continuum
variations is used to infer the size of the line-emitting region, which is then
combined with measurements of the Doppler widths of the variable line
components to estimate a virial mass. In the case of the best-studied galaxy,
NGC 5548, various emission lines spanning an order of magnitude in distance
from the central source show the expected velocity proportional to inverse
square root of the distance correlation between distance and line width, and
are thus consistent with a single value for the mass. Two other Seyfert
galaxies, NGC 7469 and 3C 390.3, show a similar relationship. We compute the
ratio of luminosity to mass for these three objects and the narrow-line Seyfert
1 galaxy NGC 4051 and find that that the gravitational force on the
line-emitting gas is much stronger than radiation pressure. These results
strongly support the paradigm of gravitationally bound broad emission-line
region clouds.
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 20:56:11 GMT""}]","2009-08-21"
"astro-ph/0007148","William T. Reach","William T. Reach, Jeonghee Rho","Infrared Spectroscopy of Molecular Supernova Remnants","40 pages; 10 figures; accepted by ApJ July 11, 2000",,"10.1086/317252",,"astro-ph",,"  We present Infrared Space Observatory spectroscopy of sites in the supernova
remnants W28, W44, and 3C391, where blast waves are impacting molecular clouds.
Atomic fine-structure lines were detected from C, N, O, Si, P, and Fe. The S(3)
and S(9) lines of H2 were detected for all three remnants. The observations
require both shocks into gas with moderate (~ 100 /cm3) and high (~10,000 /cm3)
pre-shock densities, with the moderate density shocks producing the ionic lines
and the high density shock producing the molecular lines. No single shock model
can account for all of the observed lines, even at the order of magnitude
level. We find that the principal coolants of radiative supernova shocks in
moderate-density gas are the far-infrared continuum from dust grains surviving
the shock, followed by collisionally-excited [O I] 63.2 and [Si II] 34.8 micron
lines. The principal coolant of the high-density shocks is
collisionally-excited H2 rotational and ro-vibrational line emission. We
systematically examine the ground-state fine structure of all cosmically
abundant elements, to explain the presence or lack of all atomic fine lines in
our spectra in terms of the atomic structure, interstellar abundances, and a
moderate-density, partially-ionized plasma. The [P II] line at 60.6 microns is
the first known astronomical detection. There is one bright unidentified line
in our spectra, at 74.26 microns. The presence of bright [Si II] and [Fe II]
lines requires partial destruction of the dust. The required gas-phase
abundance of Fe suggests 15-30% of the Fe-bearing grains were destroyed. The
infrared continuum brightness requires ~1 Msun of dust survives the shock,
suggesting about 1/3 of the dust mass was destroyed, in agreement with the
depletion estimate and with theoretical models for dust destruction.
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 21:38:30 GMT""},{""version"":""v2"",""created"":""Thu, 27 Jul 2000 19:45:32 GMT""}]","2009-10-31"
"astro-ph/0007149","Alberto D. Bolatto","Alberto D. Bolatto (1), James M. Jackson (1), Frank P. Israel (2),
  Xiaolei Zhang (3,4) and Sungeun Kim (3,5) ((1) Institute for Astrophysical
  Research, Boston University, (2) Sterrewacht Leiden, The Netherlands, (3)
  Smithsonian Astrophysical Observatory, (4) Raytheon ITSS and NASA GSFC, (5)
  Department of Astronomy, Univ. of Illinois at Urbana-Champaign)","Carbon in the N159/N160 Complex of the Large Magellanic Cloud","41 pages including 5 tables and 9 figures, using AASTEX macros v4.0,
  because of space restrictions some figures are reduced quality bitmaps,
  download a preprint with publication quality figures from
  http://astro.bu.edu/~bolatto, to appear in The Astrophysical Journal",,"10.1086/317794",,"astro-ph",,"  We present a study of carbon in N159/N160, an HII region complex in the low
metallicity Large Magellanic Cloud. We have mapped this region, which comprises
four distinct molecular clouds spanning a wide range of star-formation
activity, in four transitions: 13CO (1-0) CO (2-1) and (4-3), and [CI] (1-0).
Combining these data with existing [CII] observations provides a complete
picture of the predominant forms of carbon in the gas phase of the ISM. The new
CO (2-1) data show that the complex is immersed in an envelope of extended, low
level emission, undetected by previous (1-0) mapping efforts. The CO
(2-1)/(1-0) ratio in this envelope is >~3, a value consistent with optically
thin CO emission. The envelope is also relatively bright in [CI] and [CII], and
calculations show that it is mostly photodissociated: it appears to be
translucent (Av<1). Neutral carbon emission in the complex unexpectedly peaks
at the quiescent southern cloud (N159S). In the northern portion of the map
(the N160 nebula), the HII regions prominent in [CII] correspond to holes in
the [CI] distribution. Overall we find that, while the [CII]/CO ratio is
enhanced with respect to similar complexes in the Milky Way, the [CI]/CO ratio
appears to be similar or reduced.
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 22:26:32 GMT""}]","2009-10-31"
"astro-ph/0007150","Jes\'us Ma\'iz-Apell\'aniz","John W. MacKenty (1), Jes\'us Ma\'iz-Apell\'aniz (1 and 2),
  Christopher E. Pickens (3), Colin A. Norman (1 and 3), and Nolan R. Walborn
  (1) ((1) STScI, Baltimore, USA, (2) LAEFF-INTA, Madrid, Spain, (3) JHU,
  Baltimore, USA)","HST/WFPC2 and VLA Observations of the Ionized Gas in the Dwarf Starburst
  Galaxy NGC 4214","41 pages, including 9 figures and 7 tables. To appear in the November
  issue of the Astronomical Journal",,"10.1086/316841",,"astro-ph",,"  We present new H alpha and [O III] 5007 narrow band images of the
starbursting dwarf galaxy NGC 4214, obtained with the WFPC2 onboard HST,
together with VLA observations of the same galaxy. The HST images resolve
features down to physical scales of 2-5 pc, revealing several young (<10 Myr)
star forming complexes of various ionized gas morphologies (compact knots,
complete or fragmentary shells) and sizes (10-200 pc). Our results are
consistent with a uniform set of evolutionary trends: The youngest, smaller,
filled regions that presumably are those just emerging from dense star forming
clouds, tend to be of high excitation and are highly obscured. Evolved, larger
shell-like regions have lower excitation and are less extincted due of the
action of stellar winds and supernovae. In at least one case we find evidence
for induced star formation which has led to a two-stage starburst. Age
estimates based on W(H alpha) measurements do not agree with those inferred
from wind-driven shell models of expanding H II regions. The most likely
explanation for this effect is the existence of a 2 Myr delay in the formation
of superbubbles caused by the pressure exerted by the high density medium in
which massive stars are born. We report the detection of a supernova remnant
embedded in one of the two large H II complexes of NGC 4214. The dust in NGC
4214 is not located in a foreground screen but is physically associated with
the warm ionized gas.
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 22:31:08 GMT""}]","2016-08-15"
"astro-ph/0007151","Priya Natarajan","Priyamvada Natarajan (IoA, Yale) & Omar Almaini (RoE)","Stellar contributors to the hard X-ray background?","MNRAS pink pages, accepted","Mon.Not.Roy.Astron.Soc. 318 (2000) L21","10.1046/j.1365-8711.2000.03842.x",,"astro-ph",,"  We use simple energetic arguments to estimate the contribution of massive
X-ray binaries and supernova remnants to the cosmic X-ray background (XRB) at
energies in excess of 2 keV. Recent surveys have shown that AGN probably
account for most of the hard XRB (E > 2 keV), but there have been many
suggestions that star-forming galaxies could emerge at fainter fluxes and
perhaps account for a significant fraction of the soft and hard X-ray energy
density. Assuming that the formation rate of massive X-ray binaries (MXRBs)
traces the global star-formation rate, we find that their integrated
contribution to the hard XRB can be estimated and is shown to be small (at less
than the 1% level). Similarly, the integrated flux of SN is also shown to be
insignificant, or at most comparable to MXRBs. AGN therefore remain the most
viable candidates for producing the hard XRB, unless additional processes can
be shown to dominate the global hard X-ray emission in distant starburst
galaxies.
","[{""version"":""v1"",""created"":""Tue, 11 Jul 2000 23:00:08 GMT""}]","2009-10-31"
