"astro-ph/0008307","Kirk D. Borne","Kirk D. Borne","Science User Scenarios for a Virtual Observatory Design Reference
  Mission: Science Requirements for Data Mining","4 pages. Paper to appear in the proceedings of the June 2000 ""Virtual
  Observatories of the Future"" conference at Caltech, edited by R. J. Brunner,
  S. G. Djorgovski, & A. Szalay. (For figures and demos related to sample user
  scenarios, see
  http://adc.gsfc.nasa.gov/adc/adc_science/adc-science-scenario-papers.html .)",,,,"astro-ph cs.DB cs.DL cs.IR",,"  The knowledge discovery potential of the new large astronomical databases is
vast. When these are used in conjunction with the rich legacy data archives,
the opportunities for scientific discovery multiply rapidly. A Virtual
Observatory (VO) framework will enable transparent and efficient access,
search, retrieval, and visualization of data across multiple data repositories,
which are generally heterogeneous and distributed. Aspects of data mining that
apply to a variety of science user scenarios with a VO are reviewed. The
development of a VO should address the data mining needs of various
astronomical research constituencies. By way of example, two user scenarios are
presented which invoke applications and linkages of data across the catalog and
image domains in order to address specific astrophysics research problems.
These illustrate a subset of the desired capabilities and power of the VO, and
as such they represent potential components of a VO Design Reference Mission.
","[{""version"":""v1"",""created"":""Sat, 19 Aug 2000 17:54:01 GMT""}]","2007-05-23"
"astro-ph/0008308","Jacco van Loon","Jacco van Loon (IoA Cambridge, UK, for the ISOGAL Collaboration)","Structure and evolution of the inner Milky Way galaxy: results from
  ISOGAL","4 pages, 2 figures. Oral contribution to the 1st Euroconference on
  The Evolution of Galaxies. I. Observational Clues, eds. J.M. Vilchez, G.
  Stasinska and E. Perez",,"10.1023/A:1012712918711",,"astro-ph",,"  The DENIS/ISOGAL near/mid-IR survey of the Milky Way for the first time
probes stellar populations in the innermost obscured regions of our galaxy.
Ages, metallicities and extinction-corrected luminosities are derived for these
stars individually. An old metal-rich population dominates in the inner
galactic Bulge, but there are also indications for the presence of a younger
population. The inner Bulge has a tri-axial shape, as traced by depth effects
on the observed luminosity distributions.
","[{""version"":""v1"",""created"":""Sat, 19 Aug 2000 19:51:22 GMT""}]","2019-08-17"
"astro-ph/0008309","Motoyuki Saijo","Motoyuki Saijo, Takashi Nakamura","Possible direct method to determine the radius of a star from the
  spectrum of gravitational wave signals","4 pages with 3 eps figures, revtex.sty, accepted for publication in
  Phys. Rev. Lett","Phys.Rev.Lett.85:2665-2668,2001","10.1103/PhysRevLett.85.2665","WU-AP/110/00, YITP 00-47","astro-ph gr-qc",,"  We computed the spectrum of gravitational waves from a dust disk star of
radius R inspiraling into a Kerr black hole of mass M and specific angular
momentum a. We found that when R is much larger than the wave length of the
quasinormal mode, the spectrum has several peaks and the separation of peaks
$\Delta\omega$ is proportional to $R^{-1}$ irrespective of M and a. This
suggests that the radius of the star in coalescing binary black hole - star
systems may be determined directly from the observed spectrum of gravitational
wave. This also suggests that the spectrum of the radiation may give us
important information in gravitational wave astronomy as in optical astronomy.
","[{""version"":""v1"",""created"":""Sun, 20 Aug 2000 00:03:19 GMT""}]","2011-07-19"
"astro-ph/0008311","Andreea Font","Andreea S. Font, George F. Mitchell (Saint Mary's University), Goeran
  Sandell (USRA, NASA Ames Research Center)","A Submillimeter Study of the Star-Forming Region NGC7129","Accepted by ApJ",,"10.1086/321503",,"astro-ph",,"  New molecular (13CO J=3-2) and dust continuum (450 and 850 micron) SCUBA maps
of the NGC7129 star forming region are presented, complemented by C18O J=3-2
spectra at several positions within the mapped region. The maps include the
Herbig Ae/Be star LkHalpha 234, the far-infrared source NGC 7129 FIRS2 and
several other pre-stellar sources embedded within the molecular ridge.
  The SCUBA maps help us understand the nature of the pre-main sequence stars
in this actively star forming region. A deeply embedded submillimeter source,
SMM2, not clearly seen in any earlier data set, is shown to be a pre-stellar
core or possibly a protostar. The highest continuum peak emission is identified
with the deeply embedded source IRS6, a few arcseconds away from LkHalpha 234,
and also responsible for both the optical jet and the molecular outflow. The
gas and dust masses are found to be consistent, suggesting little or no CO
depletion onto grains. The dust emissivity index is lower towards the dense
compact sources, beta ~1 - 1.6, and higher, beta ~ 2.0, in the surrounding
cloud, implying small size grains in the PDR ridge, whose mantles have been
evaporated by the intense UV radiation.
","[{""version"":""v1"",""created"":""Sun, 20 Aug 2000 03:26:41 GMT""},{""version"":""v2"",""created"":""Wed, 20 Jun 2001 19:03:19 GMT""}]","2009-10-31"
"astro-ph/0008312","Yasuhiro Shioya","Yasuhiro Shioya, Yoshiaki Taniguchi and Neil Trentham","Photometric Properties of the Arp 220 Super Star Clusters","8 pages, 5 figures. Accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc. 321 (2001) 11","10.1046/j.1365-8711.2001.03969.x",,"astro-ph",,"  We investigate the photometric properties of six super stellar clusters
(SSCs) seen in both the optical and near-infrared Hubble Space Telescope images
of the local ultraluminous starburst galaxy Arp 220. Three of the SSCs are
located in the central 0.5 kpc region. The remaining three are in the
circumnuclear region between 0.5 kpc and 2.5 kpc from the centre. Comparing the
observed spectral energy distributions (SEDs) of the SSCs with the Starburst99
models of Leitherer et al., we confirm that all the three nuclear SSCs are
heavily obscured ($A_V \sim 10$ mag). Considering the results from this
comparison in conjunction with measurements of the near-infrared CO absorption
index and of millimetre CO line widths and luminosities, we estimate the ages
of the nuclear SSCs to be $10^7 - 10^8$ yrs. The bolometric luminosity of the
three nuclear SSCs is at most one-fifth of the total bolometric luminosity of
Arp 220. On the other hand, the circumnuclear SSCs have little internal
extinction ($A_V \leq$ 1 mag). These contribute negligibly to the total
bolometric luminosity.
","[{""version"":""v1"",""created"":""Sun, 20 Aug 2000 11:36:33 GMT""}]","2009-10-31"
"hep-ex/0008040","Colin Ramm","C. A. Ramm","Unexplained Structure in (mu,pi) Invariant Mass Distributions","13 pages, 1 table, 9 sets of figures",,,,"hep-ex",,"  Structures in invariant mass distributions from (mu,pi) combinations in the
range 0.380<mupi<0.470 GeV from neutrino and kaon experiments are presented in
comparable formats. No artifacts have been found to account for any part of the
structure. Hypotheses that the similarities are due to recurrent statistical
fluctuations are beyond credibility. My conclusion is that the similarities are
overwhelming evidence that the structure is of an unexplained physical origin.
It includes an enhancement which would accord with the decay of a narrow
(mu,pi) state of mass 0.429 GeV. The purpose of this report is to request and
enable every experimenter with precise mupi distributions to investigate their
degree of correspondence with these analyses.
","[{""version"":""v1"",""created"":""Sun, 20 Aug 2000 02:18:31 GMT""}]","2007-05-23"
"hep-ph/0008208","Jeffrey Bowers","Mark Alford (MIT), Jeffrey Bowers (MIT), Krishna Rajagopal (MIT)","Crystalline Color Superconductivity","40 pages, LaTeX with eps figs. v2: New paragraph on Ginzburg-Landau
  treatment of LOFF phase in section 5. References added. v3: Small changes
  only. Version to appear in Phys. Rev. D","Phys.Rev.D63:074016,2001","10.1103/PhysRevD.63.074016","MIT-CTP-3012","hep-ph astro-ph cond-mat.supr-con nucl-th",,"  In any context in which color superconductivity arises in nature, it is
likely to involve pairing between species of quarks with differing chemical
potentials. For suitable values of the differences between chemical potentials,
Cooper pairs with nonzero total momentum are favored, as was first realized by
Larkin, Ovchinnikov, Fulde and Ferrell (LOFF). Condensates of this sort
spontaneously break translational and rotational invariance, leading to gaps
which vary periodically in a crystalline pattern. Unlike the original LOFF
state, these crystalline quark matter condensates include both spin zero and
spin one Cooper pairs. We explore the range of parameters for which crystalline
color superconductivity arises in the QCD phase diagram. If in some shell
within the quark matter core of a neutron star (or within a strange quark star)
the quark number densities are such that crystalline color superconductivity
arises, rotational vortices may be pinned in this shell, making it a locus for
glitch phenomena.
","[{""version"":""v1"",""created"":""Sat, 19 Aug 2000 18:23:31 GMT""},{""version"":""v2"",""created"":""Fri, 8 Sep 2000 15:35:49 GMT""},{""version"":""v3"",""created"":""Sat, 6 Jan 2001 19:59:03 GMT""}]","2010-11-19"
"hep-ph/0008212","Felipe J. Llanes-Estrada","Felipe J. Llanes-Estrada, Stephen R. Cotanch, Pedro J. de A. Bicudo,
  J. Emilio F. T. Ribeiro, Adam P. Szczepaniak","QCD Glueball Regge Trajectories and the Pomeron","10 pages, 4 ps figures","Nucl.Phys. A710 (2002) 45-54","10.1016/S0375-9474(02)01090-4",,"hep-ph",,"  We report a glueball Regge trajectory emerging from diagonalizing a confining
Coulomb gauge Hamiltonian for constituent gluons. Using a BCS vacuum ansatz and
gap equation, the dressed gluons acquire a mass, of order 800 $MeV$, providing
the quasiparticle degrees of freedom for a TDA glueball formulation. The TDA
eigenstates for two constituent gluons have orbital, $L$, excitations with a
characteristic energy of 400 $MeV$ revealing a clear Regge trajectory for
$\vec{J} = \vec{L} + \vec{S}$, where $S$ is the total (sum) gluon spin.
Significantly, the $S = 2$ glueball spectrum coincides with the Pomeron given
by $\alpha_P(t)=1.08+0.25 t $. Finally, we also ascertain that lattice data
supports our result, yielding an average intercept of 1.1 in good agreement
with the Pomeron.
","[{""version"":""v1"",""created"":""Sat, 19 Aug 2000 20:35:36 GMT""},{""version"":""v2"",""created"":""Tue, 10 Oct 2000 20:09:28 GMT""}]","2009-10-31"
"hep-ph/0008213","Gogoladze Ilia","Ilia Gogoladze and Mirian Tsulaia","Anomalous U(1)_A and Electroweak Symmetry Breaking","Latex, 11 pages, discussions and references added","Mod.Phys.Lett. A16 (2001) 835-844","10.1142/S0217732301004005","JINR E2-2000-207, IC/2000/149","hep-ph hep-th",,"  We suggest a new mechanism for electroweak symmetry breaking in the
supersymmetric Standard Model. Our suggestion is based on the presence of an
anomalous U(1)_A gauge symmetry, which naturally arises in the four dimensional
superstring theory, and heavily relies on the value of the corresponding
Fayet-Illiopoulos \xi-term.
","[{""version"":""v1"",""created"":""Sat, 19 Aug 2000 22:20:59 GMT""},{""version"":""v2"",""created"":""Sat, 9 Sep 2000 16:13:41 GMT""},{""version"":""v3"",""created"":""Wed, 14 Feb 2001 22:57:34 GMT""}]","2009-10-31"
"hep-th/0008155","Maulik K. Parikh","Maulik K. Parikh","Phases of Thermal Super Yang-Mills","Latex, 10 pages, 1 figure, MPLA brief review","Mod.Phys.Lett.A15:655-674,2000","10.1142/S0217732300000657","SPIN-2000/11","hep-th",,"  We review the thermodynamics of the confined and unconfined phases of
superconformal Yang-Mills at large N on a three-sphere, focussing especially on
the confinement-deconfinement transition. We determine an N-dependent phase
boundary and point out some directions for future work.
","[{""version"":""v1"",""created"":""Sat, 19 Aug 2000 18:33:33 GMT""}]","2014-11-18"
